City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Kupang,ID,2021-10-14 20:45:13,-10.1667,123.5833,78.89,77,100,4.27
293,Geraldton,AU,2021-10-14 20:45:13,-28.7667,114.6,50.41,81,1,0.0
294,Darhan,MN,2021-10-14 20:45:14,49.4867,105.9228,22.57,73,99,2.84
295,Evensk,RU,2021-10-14 20:37:04,61.95,159.2333,20.66,66,85,10.29
296,Rio Grande,BR,2021-10-14 20:40:25,-32.035,-52.0986,87.91,82,78,3.98
297,Madang,PG,2021-10-14 20:45:15,-5.2246,145.7966,75.79,91,100,4.72
298,Manokwari,ID,2021-10-14 20:45:16,-0.8667,134.0833,79.48,71,98,3.65
299,Nelson Bay,AU,2021-10-14 20:45:16,-32.7167,152.15,65.08,95,2,1.01
300,Kinston,US,2021-10-14 20:45:17,35.2627,-77.5816,84.92,48,40,6.91
301,Ternate,ID,2021-10-14 20:45:18,0.8,127.4,81.95,77,19,1.72
302,Mar Del Plata,AR,2021-10-14 20:45:18,-38.0023,-57.5575,60.1,66,75,8.01
303,Khani,GE,2021-10-14 20:39:19,41.9563,42.9566,49.57,69,49,4.97
304,Pak Chong,TH,2021-10-14 20:45:19,14.708,101.4161,73.13,98,100,2.93
305,Road Town,VG,2021-10-14 20:45:10,18.4167,-64.6167,85.19,76,100,10.69
306,Kahului,US,2021-10-14 20:45:20,20.8947,-156.47,84.22,66,40,19.57
307,Aloleng,PH,2021-10-14 20:45:21,16.1307,119.7824,79.16,86,76,3.44
308,Les Escoumins,CA,2021-10-14 20:45:21,48.1111,-69.0236,52.65,86,95,5.88
309,Kailua,US,2021-10-14 20:45:22,21.4022,-157.7394,82.38,76,75,11.5
310,Llanes,ES,2021-10-14 20:45:22,43.4198,-4.7549,55.27,51,100,2.46
311,Saint Stephen,GB,2021-10-14 20:45:23,50.3333,-4.9,56.82,94,100,2.3
312,Nouadhibou,MR,2021-10-14 20:45:24,20.931,-17.0347,69.78,83,20,18.41
313,Port Macquarie,AU,2021-10-14 20:45:25,-31.4333,152.9167,64.89,85,16,14.23
314,Bhachau,IN,2021-10-14 20:45:26,23.2833,70.35,84.85,32,1,8.16
315,Lasa,IT,2021-10-14 20:45:26,46.6166,10.7002,39.61,73,8,3.98
316,Kavieng,PG,2021-10-14 20:45:27,-2.5744,150.7967,82.83,78,55,9.95
317,Karambakkudi,IN,2021-10-14 20:45:27,10.4667,79.1333,79.2,80,100,4.27
318,Dunedin,NZ,2021-10-14 20:45:28,-45.8742,170.5036,51.8,52,95,8.01
319,Cansancao,BR,2021-10-14 20:45:28,-10.6672,-39.4992,91.27,28,46,14.07
320,Bethel,US,2021-10-14 20:45:29,41.3712,-73.414,76.59,66,1,8.05
321,Taldan,RU,2021-10-14 20:45:29,53.6667,124.8,19.92,52,72,7.25
322,Dingle,PH,2021-10-14 20:45:30,10.9995,122.6711,76.87,91,100,2.08
323,Laurel,US,2021-10-14 20:44:11,39.0993,-76.8483,81.09,55,1,3.0
324,Khatanga,RU,2021-10-14 20:36:29,71.9667,102.5,7.11,86,99,8.77
325,Talara,PE,2021-10-14 20:45:32,-4.5772,-81.2719,74.16,64,0,14.97
326,Jieshi,CN,2021-10-14 20:45:33,22.8134,115.8257,76.95,95,100,5.55
327,Klaksvik,FO,2021-10-14 20:45:33,62.2266,-6.589,40.12,62,99,24.67
328,Tainan,TW,2021-10-14 20:45:34,22.9908,120.2133,78.58,88,75,2.3
329,San Jose,US,2021-10-14 20:34:03,37.3394,-121.895,78.3,30,1,5.01
330,Ashland,US,2021-10-14 20:40:50,40.8167,-82.2665,83.26,58,100,10.4
331,Kasempa,ZM,2021-10-14 20:45:36,-13.4584,25.8338,69.48,29,12,4.52
332,Andenes,NO,2021-10-14 20:45:37,69.3143,16.1194,37.38,81,75,11.5
333,Turukhansk,RU,2021-10-14 20:39:09,65.8167,87.9833,33.49,98,100,19.8
334,Bac Lieu,VN,2021-10-14 20:45:39,9.285,105.7244,78.84,86,99,6.46
335,Elektrostal,RU,2021-10-14 20:43:00,55.7919,38.4422,45.25,97,100,4.88
336,Huamuxtitlan,MX,2021-10-14 20:45:40,17.8167,-98.5667,89.35,41,23,3.33
337,Pavlodar,KZ,2021-10-14 20:45:41,52.3,76.95,35.4,93,0,6.71
338,Haliyal,IN,2021-10-14 20:45:41,15.3333,74.7667,72.9,84,100,0.81
339,Yadrin,RU,2021-10-14 20:45:42,55.9405,46.2062,50.07,52,100,14.18
340,Bereda,ES,2021-10-14 20:45:43,43.2686,-7.5406,57.58,99,96,1.66
341,Dudinka,RU,2021-10-14 20:45:43,69.4058,86.1778,30.81,98,100,20.51
342,Sulangan,PH,2021-10-14 20:45:44,11.1373,123.7228,81.86,76,96,3.71
343,Koutiala,ML,2021-10-14 20:37:53,12.3917,-5.4642,84.58,32,3,4.38
344,San Rafael,AR,2021-10-14 20:41:40,-34.6177,-68.3301,67.32,16,33,10.18
345,Imbituba,BR,2021-10-14 20:45:45,-28.24,-48.6703,75.09,90,34,13.22
346,Beyneu,KZ,2021-10-14 20:45:47,45.3167,55.2,50.2,52,0,10.63
347,Ancud,CL,2021-10-14 20:45:48,-41.8697,-73.8203,51.33,59,17,13.02
348,Charlestown,AU,2021-10-14 20:45:48,-32.95,151.6667,64.81,90,2,7.0
349,Pocone,BR,2021-10-14 20:45:49,-16.2567,-56.6228,88.77,53,56,6.06
350,Santa Cruz,BO,2021-10-14 20:36:27,-17.8,-63.1667,91.45,52,75,21.85
351,Isangel,VU,2021-10-14 20:36:09,-19.55,169.2667,77.32,79,9,12.46
352,Karratha,AU,2021-10-14 20:45:51,-20.7377,116.8463,71.8,76,0,7.05
353,Khartoum,SD,2021-10-14 20:45:51,15.5518,32.5324,87.03,51,7,4.7
354,Goundam,ML,2021-10-14 20:45:52,16.4145,-3.6708,92.28,7,100,5.97
355,Tefe,BR,2021-10-14 20:45:52,-3.3542,-64.7114,95.11,63,20,5.75
356,Aklavik,CA,2021-10-14 20:36:59,68.2191,-135.0107,30.92,93,90,10.36
357,Padang,ID,2021-10-14 20:45:54,-0.9492,100.3543,73.45,81,100,2.91
358,Najran,SA,2021-10-14 20:35:57,17.4924,44.1277,70.45,21,29,2.37
359,Rio Brilhante,BR,2021-10-14 20:45:55,-21.8019,-54.5464,79.07,68,6,11.3
360,Xinyang,CN,2021-10-14 20:45:56,32.1228,114.0656,60.19,90,100,13.27
361,Urdoma,RU,2021-10-14 20:45:56,61.7533,48.5442,42.37,81,100,5.5
362,Lapua,FI,2021-10-14 20:45:57,62.9693,23.0088,46.11,88,100,13.27
363,Hirara,JP,2021-10-14 20:45:58,24.8,125.2833,81.16,77,36,16.17
364,Shuiji,CN,2021-10-14 20:45:58,27.4214,118.345,73.06,96,100,2.91
365,Rudbar,AF,2021-10-14 20:45:59,30.15,62.6,65.73,11,0,4.65
366,Kodino,RU,2021-10-14 20:45:59,63.7198,39.6447,35.8,97,43,3.53
367,Saint-Francois,FR,2021-10-14 20:46:01,46.4154,3.9054,43.68,91,0,2.3
368,Vardo,NO,2021-10-14 20:46:02,70.3705,31.1107,37.38,81,75,13.8
369,Lorengau,PG,2021-10-14 20:37:56,-2.0226,147.2712,82.99,76,70,4.7
370,Kabansk,RU,2021-10-14 20:46:03,52.0486,106.6528,23.49,74,19,5.55
371,Southampton,GB,2021-10-14 20:46:04,50.904,-1.4043,56.86,91,0,1.99
372,Manoel Urbano,BR,2021-10-14 20:46:05,-8.8389,-69.2597,95.94,36,91,5.37
373,Komsomolskiy,UZ,2021-10-14 20:46:06,40.4272,71.7189,49.42,57,0,6.91
374,Cap Malheureux,MU,2021-10-14 20:46:06,-19.9842,57.6142,73.89,77,30,4.0
375,Mount Gambier,AU,2021-10-14 20:44:26,-37.8333,140.7667,46.31,100,98,9.22
376,King City,US,2021-10-14 20:46:08,36.2127,-121.126,76.08,16,0,10.02
377,Praya,CV,2021-10-14 20:46:09,14.9215,-23.5087,77.54,73,40,13.8
378,Broome,US,2021-10-14 20:46:10,42.2506,-75.833,75.54,64,1,1.99
379,Englehart,CA,2021-10-14 20:46:11,47.8169,-79.8664,68.56,73,90,12.66
380,Torbay,CA,2021-10-14 20:46:12,47.6666,-52.7314,48.58,94,90,24.16
381,Nabire,ID,2021-10-14 20:46:12,-3.3667,135.4833,74.07,78,50,3.22
382,Umarkot,PK,2021-10-14 20:46:13,25.3616,69.7362,85.19,18,0,5.59
383,Blackwater,AU,2021-10-14 20:46:14,-23.5833,148.8833,76.14,29,35,14.7
384,Tongchuan,CN,2021-10-14 20:46:15,35.0806,109.0897,50.07,76,100,2.93
385,Kitui,KE,2021-10-14 20:46:15,-1.367,38.0106,65.43,78,13,7.85
386,Tuatapere,NZ,2021-10-14 20:46:16,-46.1333,167.6833,48.54,68,16,2.28
387,Zamosc,PL,2021-10-14 20:46:16,50.7231,23.252,44.44,77,64,9.01
388,Mayo,US,2021-10-14 20:36:29,38.8876,-76.5119,81.41,66,1,5.99
389,Sabha,LY,2021-10-14 20:46:17,27.0377,14.4283,75.31,26,1,6.71
390,Port Moresby,PG,2021-10-14 20:46:18,-9.4431,147.1797,74.62,100,90,5.75
391,Manosque,FR,2021-10-14 20:46:19,43.8288,5.7869,55.76,88,2,1.66
392,Maceio,BR,2021-10-14 20:46:19,-9.6658,-35.7353,83.64,78,75,13.8
393,Mitsamiouli,KM,2021-10-14 20:38:50,-11.3847,43.2844,77.18,86,5,9.8
394,Akureyri,IS,2021-10-14 20:46:20,65.6835,-18.0878,42.73,33,0,18.41
395,Terney,RU,2021-10-14 20:39:56,45.0503,136.6092,41.9,69,14,11.68
396,Ust-Maya,RU,2021-10-14 20:37:50,60.4167,134.5333,15.03,95,44,3.78
397,Ponta Delgada,PT,2021-10-14 20:46:23,37.7333,-25.6667,74.12,88,75,20.71
398,North Bend,US,2021-10-14 20:46:23,43.4065,-124.2243,65.25,87,75,6.91
399,Biskamzha,RU,2021-10-14 20:46:24,53.4497,89.5272,22.86,96,8,3.89
400,Guerrero Negro,MX,2021-10-14 20:46:25,27.9769,-114.0611,77.63,38,0,8.9
401,Bermeo,ES,2021-10-14 20:46:27,43.4209,-2.7215,58.82,64,96,6.93
402,Oranjestad,AW,2021-10-14 20:35:47,12.524,-70.027,89.55,66,40,11.5
403,Salinopolis,BR,2021-10-14 20:46:28,-0.6136,-47.3561,81.5,71,81,12.77
404,Kutum,SD,2021-10-14 20:46:28,14.2,24.6667,78.96,49,22,11.43
405,Srednekolymsk,RU,2021-10-14 20:46:29,67.45,153.6833,8.8,98,98,2.46
406,Hammerfest,NO,2021-10-14 20:46:30,70.6634,23.6821,36.05,75,75,5.75
407,Lindi,TZ,2021-10-14 20:46:30,-10.0,39.7167,73.45,92,13,3.44
408,Benguela,AO,2021-10-14 20:46:31,-12.5763,13.4055,72.84,79,36,6.42
409,Muromtsevo,RU,2021-10-14 20:46:31,56.3724,75.2418,41.95,95,62,3.27
410,Rundu,NA,2021-10-14 20:46:32,-17.9333,19.7667,72.45,13,0,4.21
411,Superior,US,2021-10-14 20:46:32,46.7208,-92.1041,51.71,77,90,11.5
412,Bonavista,CA,2021-10-14 20:46:33,48.6499,-53.1147,49.12,97,100,24.45
413,Rimini,IT,2021-10-14 20:46:34,44.0241,12.5186,57.43,69,5,5.01
414,Makat,KZ,2021-10-14 20:46:34,47.6469,53.3463,51.55,41,15,10.78
415,Manaia,NZ,2021-10-14 20:46:35,-39.55,174.1333,51.8,62,11,7.96
416,Tutoia,BR,2021-10-14 20:46:35,-2.7619,-42.2744,80.24,82,19,14.23
417,Katherine,AU,2021-10-14 20:39:12,-14.4667,132.2667,77.32,73,75,5.75
418,Katsuura,JP,2021-10-14 20:46:36,35.1333,140.3,68.14,76,0,2.57
419,Kalmunai,LK,2021-10-14 20:46:37,7.4167,81.8167,80.82,77,93,4.7
420,Pecos,US,2021-10-14 20:46:37,31.4229,-103.4932,87.89,13,1,17.27
421,Marsaxlokk,MT,2021-10-14 20:38:30,35.8419,14.5431,64.08,63,40,11.5
422,Poum,NC,2021-10-14 20:46:38,-20.2333,164.0167,74.37,73,57,15.05
423,Shenkursk,RU,2021-10-14 20:46:39,62.1091,42.896,42.71,94,100,3.69
424,Longyearbyen,SJ,2021-10-14 20:46:39,78.2186,15.6401,26.44,80,75,3.44
425,Belaya Gora,RU,2021-10-14 20:46:40,68.5333,146.4167,15.01,95,100,2.57
426,Zelenoborsk,RU,2021-10-14 20:46:41,61.4669,64.0333,41.45,90,65,8.01
427,Oksfjord,NO,2021-10-14 20:46:41,70.2396,22.3479,36.52,93,100,4.74
428,Siyabuswa,ZA,2021-10-14 20:46:42,-25.1132,29.0445,78.37,11,0,7.85
429,Santiago De Cao,PE,2021-10-14 20:46:42,-7.9589,-79.2392,64.53,77,64,12.66
430,Nemuro,JP,2021-10-14 20:46:44,43.3236,145.575,58.44,92,100,18.28
431,Awbari,LY,2021-10-14 20:46:44,26.5921,12.7805,74.91,26,0,4.68
432,Wattegama,LK,2021-10-14 20:46:45,6.7989,81.4808,76.89,78,100,5.99
433,Aykhal,RU,2021-10-14 20:38:54,66.0,111.5,-0.15,99,80,7.61
434,Atar,MR,2021-10-14 20:46:46,20.5169,-13.0499,91.42,12,68,8.39
435,Xuddur,SO,2021-10-14 20:46:46,4.1213,43.8894,74.28,68,58,15.79
436,Langham,CA,2021-10-14 20:46:47,52.3668,-106.9679,39.04,51,100,11.99
437,Grand Gaube,MU,2021-10-14 20:37:30,-20.0064,57.6608,73.8,77,39,5.01
438,Atherton,GB,2021-10-14 20:46:48,53.5237,-2.4935,57.43,79,100,5.99
439,Portage,US,2021-10-14 20:46:48,41.1667,-81.1998,82.06,68,40,0.0
440,Kabanjahe,ID,2021-10-14 20:46:49,3.1001,98.4908,62.02,95,84,4.23
441,Myitkyina,MM,2021-10-14 20:46:50,25.3833,97.4,74.23,98,84,2.86
442,Yar-Sale,RU,2021-10-14 20:39:54,66.8333,70.8333,42.85,81,100,20.62
443,Dehui,CN,2021-10-14 20:46:51,44.5333,125.7,35.91,74,0,4.94
444,Burns Lake,CA,2021-10-14 20:46:52,54.2331,-125.7533,44.08,63,100,6.6
445,Linhai,CN,2021-10-14 20:46:52,28.85,121.1167,75.92,88,64,1.45
446,Gat,IL,2021-10-14 20:37:04,31.61,34.7642,77.4,67,45,7.76
447,Morro Bay,US,2021-10-14 20:46:53,35.3658,-120.8499,82.99,26,0,8.01
448,Dossor,KZ,2021-10-14 20:46:54,47.5272,52.9811,51.6,42,10,10.8
449,Turinsk,RU,2021-10-14 20:46:54,58.0458,63.696,42.26,81,18,6.38
450,Alice Springs,AU,2021-10-14 20:42:25,-23.7,133.8833,49.55,37,0,0.0
451,La Asuncion,VE,2021-10-14 20:46:55,11.0333,-63.8628,82.72,79,100,11.52
452,Pandan,PH,2021-10-14 20:46:56,14.0453,124.1694,77.22,89,89,0.54
453,Yarada,IN,2021-10-14 20:46:57,17.65,83.2667,82.72,89,75,2.3
454,Meulaboh,ID,2021-10-14 20:46:58,4.1363,96.1285,76.55,85,100,3.18
455,Manbij,SY,2021-10-14 20:46:58,36.5281,37.9549,63.37,39,0,3.56
456,Bonthe,SL,2021-10-14 20:46:59,7.5264,-12.505,78.51,88,47,4.65
457,Korla,CN,2021-10-14 20:47:00,41.7597,86.1469,47.21,35,89,2.08
458,Norsup,VU,2021-10-14 20:47:00,-16.0667,167.3833,80.4,77,20,5.77
459,Katangli,RU,2021-10-14 20:47:01,51.7102,143.2326,38.34,97,100,34.45
460,Rocha,UY,2021-10-14 20:37:09,-34.4833,-54.3333,62.58,88,68,7.56
461,San Juan,AR,2021-10-14 20:47:02,-31.5375,-68.5364,64.67,32,0,31.61
462,Constitucion,CL,2021-10-14 20:37:59,-35.3333,-72.4167,54.73,57,8,17.11
463,Necochea,AR,2021-10-14 20:39:36,-38.5473,-58.7368,56.03,92,100,14.09
464,Broken Hill,AU,2021-10-14 20:38:26,-31.95,141.4333,47.91,87,90,13.8
465,Zhuanghe,CN,2021-10-14 20:47:03,39.7008,122.9911,58.98,64,100,6.55
466,Vanavara,RU,2021-10-14 20:47:04,60.34,102.2797,20.3,60,95,5.99
467,Mackay,AU,2021-10-14 20:45:07,-21.15,149.2,77.68,94,82,2.3
468,Ambon,ID,2021-10-14 20:47:05,-3.6954,128.1814,81.73,79,90,2.68
469,Hollister,US,2021-10-14 20:47:05,36.8525,-121.4016,77.58,28,1,5.75
470,Sayyan,YE,2021-10-14 20:47:06,15.1718,44.3244,58.44,38,57,5.01
471,Buang,PH,2021-10-14 20:47:06,13.3122,123.6419,73.8,93,92,1.39
472,Gloversville,US,2021-10-14 20:46:26,43.0528,-74.3438,73.29,85,90,5.75
473,Chapais,CA,2021-10-14 20:47:07,49.7834,-74.8492,64.18,79,96,3.78
474,Abu Dhabi,AE,2021-10-14 20:38:25,24.4667,54.3667,86.11,62,0,5.75
475,Agaro,ET,2021-10-14 20:47:09,7.85,36.65,58.87,94,35,1.32
476,Tilichiki,RU,2021-10-14 20:47:09,60.4667,166.1,18.95,63,41,6.8
477,Nevesinje,BA,2021-10-14 20:43:04,43.2586,18.1133,43.66,79,3,12.55
478,Hobyo,SO,2021-10-14 20:47:10,5.3505,48.5268,78.17,84,69,20.2
479,Wicklow,IE,2021-10-14 20:47:11,53.0,-6.4167,50.09,92,100,6.53
480,Ilulissat,GL,2021-10-14 20:47:11,69.2167,-51.1,35.62,93,75,2.3
481,Pisco,PE,2021-10-14 20:47:12,-13.7,-76.2167,68.05,64,0,9.22
482,Pechora,RU,2021-10-14 20:47:13,65.1472,57.2244,42.71,95,100,7.34
483,Zhangjiakou,CN,2021-10-14 20:43:42,40.81,114.8794,49.64,44,89,6.46
484,Mildura,AU,2021-10-14 20:45:08,-34.2,142.15,48.16,100,90,0.0
485,Sarkand,KZ,2021-10-14 20:47:15,45.41,79.9186,43.92,42,0,3.98
486,Kungurtug,RU,2021-10-14 20:47:16,50.5994,97.5228,14.13,89,30,1.99
487,Conceicao Da Barra,BR,2021-10-14 20:47:16,-18.5933,-39.7322,76.06,86,5,11.86
488,Usinsk,RU,2021-10-14 20:47:17,65.9939,57.5281,40.87,96,100,9.26
489,Upernavik,GL,2021-10-14 20:47:17,72.7868,-56.1549,32.97,75,100,10.76
490,Preobrazheniye,RU,2021-10-14 20:47:18,42.9019,133.9064,50.02,78,90,7.99
491,Bandarbeyla,SO,2021-10-14 20:47:18,9.4942,50.8122,79.32,82,100,7.09
492,Tambacounda,SN,2021-10-14 20:47:19,13.7539,-13.7586,84.15,38,5,5.7
493,Mamit,IN,2021-10-14 20:47:20,23.9333,92.4833,70.72,99,71,1.43
494,Russell,US,2021-10-14 20:38:52,32.3502,-85.1999,84.96,53,1,3.44
495,Impfondo,CG,2021-10-14 20:47:21,1.6381,18.0667,73.11,88,93,1.59
496,Chebarkul,RU,2021-10-14 20:47:21,54.9749,60.3633,41.0,77,79,6.53
497,Yamada,JP,2021-10-14 20:47:22,39.4667,141.95,57.16,87,85,5.93
498,Severo-Yeniseyskiy,RU,2021-10-14 20:47:22,60.3725,93.0408,23.94,65,100,12.39
499,Atasu,KZ,2021-10-14 20:47:23,48.6814,71.6433,40.35,72,0,9.28
500,Porbandar,IN,2021-10-14 20:47:24,21.6422,69.6093,80.42,61,5,11.16
501,Sinjar,IQ,2021-10-14 20:47:24,36.3209,41.8754,77.63,31,7,5.19
502,Alyangula,AU,2021-10-14 20:47:25,-13.8483,136.4192,78.67,100,90,3.44
503,Vao,NC,2021-10-14 20:47:25,-22.6667,167.4833,69.03,73,100,14.29
504,Mlonggo,ID,2021-10-14 20:47:26,-6.5333,110.7,78.51,73,92,7.87
505,Pucallpa,PE,2021-10-14 20:47:27,-8.3791,-74.5539,96.84,46,40,9.22
506,Nuzvid,IN,2021-10-14 20:47:28,16.7833,80.85,75.74,82,98,3.49
507,Domoni,KM,2021-10-14 20:47:29,-12.2569,44.5319,77.25,89,25,6.98
508,Kulhudhuffushi,MV,2021-10-14 20:47:29,6.6221,73.07,81.99,80,89,23.58
509,Hayden,US,2021-10-14 20:47:30,47.766,-116.7866,49.96,69,90,4.61
510,Nagar Karnul,IN,2021-10-14 20:47:30,16.4821,78.3247,73.78,77,100,5.48
511,Usakos,NA,2021-10-14 20:47:31,-22.0,15.6,67.96,33,0,5.21
512,Tabuk,PH,2021-10-14 20:47:31,17.4189,121.4443,74.14,97,99,2.62
513,Ayan,RU,2021-10-14 20:47:32,56.45,138.1667,27.0,55,72,12.15
514,Vostok,RU,2021-10-14 20:47:32,46.4856,135.8833,29.34,86,99,7.9
515,San Javier,ES,2021-10-14 20:47:33,37.8063,-0.8374,69.67,71,20,1.01
516,Mahajanga,MG,2021-10-14 20:47:34,-15.7167,46.3167,78.82,83,40,1.14
517,Bairiki,KI,2021-10-14 20:47:34,1.3292,172.9752,84.2,70,75,8.05
518,Arica,CL,2021-10-14 20:43:08,-18.475,-70.3042,69.35,63,40,13.8
519,Villa Carlos Paz,AR,2021-10-14 20:47:35,-31.4241,-64.4978,51.39,76,84,18.99
520,Marquard,ZA,2021-10-14 20:47:36,-28.6645,27.4305,65.32,19,5,3.58
521,Seymchan,RU,2021-10-14 20:47:36,62.8833,152.4333,18.52,82,99,5.48
522,Kalanguy,RU,2021-10-14 20:47:37,51.0167,116.5167,21.6,89,100,21.16
523,Ostersund,SE,2021-10-14 20:47:38,63.1792,14.6357,46.62,100,40,9.22
524,Kokopo,PG,2021-10-14 20:47:38,-4.352,152.2633,80.26,80,32,3.0
525,Praia,CV,2021-10-14 20:47:39,14.9215,-23.5087,77.54,73,40,13.8
526,Antropovo,RU,2021-10-14 20:47:39,58.3988,43.0066,44.11,76,100,9.08
527,Saint-Pierre,RE,2021-10-14 20:37:49,-21.3393,55.4781,71.28,81,0,3.44
528,Lebedinyy,RU,2021-10-14 20:47:40,58.5167,125.5167,12.9,95,100,3.6
529,Qaqortoq,GL,2021-10-14 20:37:45,60.7167,-46.0333,34.3,53,15,3.89
530,Spassk,RU,2021-10-14 20:47:41,52.747,87.7545,29.64,86,7,4.94
531,Pelym,RU,2021-10-14 20:47:42,61.0108,61.9978,40.73,90,29,5.7
532,Zhengjiatun,CN,2021-10-14 20:47:43,43.5064,123.5064,44.67,56,33,2.66
533,Tommot,RU,2021-10-14 20:47:43,58.9564,126.2925,19.04,90,100,4.99
534,Yaan,NG,2021-10-14 20:47:44,7.3833,8.5667,76.15,85,63,6.02
535,Brokopondo,SR,2021-10-14 20:47:44,4.75,-55.1667,84.13,64,57,7.76
536,Whitehorse,CA,2021-10-14 20:43:27,60.7161,-135.0538,42.1,68,90,15.01
537,Tiassale,CI,2021-10-14 20:47:45,5.8983,-4.8283,75.25,96,28,4.16
538,Antalaha,MG,2021-10-14 20:47:46,-14.9003,50.2788,71.01,89,26,5.82
539,Grimshaw,CA,2021-10-14 20:47:47,56.1834,-117.6027,52.02,43,20,21.85
540,Bereznik,RU,2021-10-14 20:47:48,62.8551,42.7072,41.4,95,100,3.15
541,Tazovskiy,RU,2021-10-14 20:47:48,67.4667,78.7,37.81,97,100,19.66
542,Paredon,MX,2021-10-14 20:47:49,16.0333,-93.8667,85.24,71,48,5.68
543,Urumqi,CN,2021-10-14 20:47:49,43.801,87.6005,36.55,70,0,4.47
544,Santa Fe,AR,2021-10-14 20:46:10,-31.6333,-60.7,75.02,60,1,10.0
545,Amapa,BR,2021-10-14 20:47:50,1.0,-52.0,91.08,32,50,7.63
546,Yelizavetinskaya,RU,2021-10-14 20:47:51,45.0445,38.7958,48.33,95,16,4.7
547,Tacuarembo,UY,2021-10-14 20:47:51,-31.7333,-55.9833,74.35,65,74,4.34
548,Tura,IN,2021-10-14 20:38:45,25.5198,90.2201,75.18,91,100,3.13
549,Thinadhoo,MV,2021-10-14 20:47:53,0.5333,72.9333,82.92,77,95,25.97
550,Kitimat,CA,2021-10-14 20:47:53,54.0524,-128.6534,48.58,27,100,5.61
551,Saverne,FR,2021-10-14 20:47:54,48.8333,7.25,44.64,86,21,2.13
552,Pontiac,US,2021-10-14 20:45:58,42.6389,-83.2911,80.44,72,90,1.01
553,Baruun-Urt,MN,2021-10-14 20:47:55,46.6806,113.2792,20.48,40,0,21.21
554,Arbagar,RU,2021-10-14 20:47:56,51.9438,116.2805,22.01,95,100,17.25
555,Bichena,ET,2021-10-14 20:47:56,10.45,38.2,52.21,74,27,1.95
556,Derzhavinsk,KZ,2021-10-14 20:47:57,51.1,66.3167,44.37,83,0,6.98
557,Goma,CD,2021-10-14 20:47:57,-1.6792,29.2228,63.95,90,93,3.38
558,Miri,MY,2021-10-14 20:47:58,4.4148,114.0089,77.14,100,20,0.0
559,Eyl,SO,2021-10-14 20:47:58,7.9803,49.8164,78.89,81,100,9.84
560,Sorong,ID,2021-10-14 20:47:59,-0.8833,131.25,78.33,84,98,6.49
561,Okhotsk,RU,2021-10-14 20:47:59,59.3833,143.3,17.98,76,6,15.95
562,Conde,BR,2021-10-14 20:48:00,-7.2597,-34.9075,78.26,89,75,8.05
563,Cajati,BR,2021-10-14 20:48:00,-24.7361,-48.1228,74.68,85,97,0.76
