City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Harlingen,US,26.1906,-97.6961,92.32,50,1,6.91,clear sky
346,Khipro,PK,25.8285,69.3772,78.42,64,0,17.07,clear sky
347,Kangaatsiaq,GL,68.3065,-53.4641,31.69,78,97,10.22,overcast clouds
348,Pangai,TO,-19.8,-174.35,76.37,66,100,18.9,overcast clouds
349,Andenes,NO,69.3143,16.1194,35.58,60,75,28.77,broken clouds
350,Ust-Nera,RU,64.5667,143.2,4.5,99,99,3.98,overcast clouds
351,Kukes,AL,42.0769,20.4219,54.46,88,9,8.77,clear sky
352,Ajaccio,FR,42.0,8.9167,66.69,88,75,4.61,broken clouds
353,Leh,IN,34.1667,77.5833,41.92,37,0,4.88,clear sky
354,Ambon,ID,-3.6954,128.1814,77.14,88,20,4.61,few clouds
355,Igarka,RU,67.4667,86.5833,30.78,99,100,6.6,snow
356,Nyurba,RU,63.2842,118.3319,36.77,87,100,9.31,overcast clouds
357,Kulhudhuffushi,MV,6.6221,73.07,80.69,80,80,8.28,broken clouds
358,Kapustin Yar,RU,48.5831,45.7372,49.48,31,91,16.71,overcast clouds
359,Port Macquarie,AU,-31.4333,152.9167,57.09,100,90,3.44,overcast clouds
360,Caucaia,BR,-3.7361,-38.6531,87.08,67,0,11.5,clear sky
361,Bima,ID,-8.4667,118.7167,78.94,84,89,4.88,overcast clouds
362,Aquiraz,BR,-3.9014,-38.3911,87.22,62,100,10.11,overcast clouds
363,Outram,MY,1.2829,103.8379,78.69,92,75,2.3,broken clouds
364,Ancud,CL,-41.8697,-73.8203,51.44,61,52,9.64,broken clouds
365,Drezdenko,PL,52.8383,15.8308,46.63,79,100,19.51,light rain
366,Vardo,NO,70.3705,31.1107,37.38,70,75,27.63,broken clouds
367,Coihaique,CL,-45.5752,-72.0662,54.81,44,65,8.52,broken clouds
368,Sabha,LY,27.0377,14.4283,79.23,27,100,11.5,overcast clouds
369,Galle,LK,6.0367,80.217,79.97,82,65,7.61,broken clouds
370,Port Lincoln,AU,-34.7333,135.8667,57.56,87,53,6.42,broken clouds
371,Kaduna,NG,10.5222,7.4383,80.19,55,70,3.78,broken clouds
372,Sungurlu,TR,40.1675,34.3739,52.18,39,0,1.61,clear sky
373,Cesis,LV,57.3119,25.2746,49.73,81,98,17.63,moderate rain
374,Abu Kamal,SY,34.4506,40.9171,71.38,30,0,3.74,clear sky
375,Nardaran,AZ,40.5561,50.0056,58.64,72,0,9.22,clear sky
376,Adrar,MR,20.5022,-10.0711,77.72,10,12,10.25,few clouds
377,Marsaxlokk,MT,35.8419,14.5431,73.08,88,20,5.75,few clouds
378,Matagami,CA,49.7502,-77.6328,33.91,93,90,5.75,overcast clouds
379,Cabadiangan,PH,9.7531,122.4739,77.61,91,85,5.39,overcast clouds
380,Tilichiki,RU,60.4667,166.1,2.34,93,54,5.97,broken clouds
381,Shetpe,KZ,44.1667,52.1167,43.21,64,27,9.24,scattered clouds
382,Roald,NO,62.5833,6.1333,42.91,75,40,28.77,scattered clouds
383,Novobirilyussy,RU,56.9514,90.6661,40.12,64,99,5.75,overcast clouds
384,Kununurra,AU,-15.7667,128.7333,82.38,89,42,4.61,scattered clouds
385,Mandal,IN,25.45,74.5667,72.16,51,0,7.18,clear sky
386,Gualeguay,AR,-33.1416,-59.3097,84.49,29,8,6.58,clear sky
387,Arman,RU,59.7,150.1667,13.1,44,19,6.55,few clouds
388,Cayenne,GF,4.9333,-52.3333,86.04,80,66,7.0,broken clouds
389,Sao Raimundo Das Mangabeiras,BR,-7.0219,-45.4811,86.68,56,100,6.51,overcast clouds
390,Kumeny,RU,58.1089,49.9161,43.2,98,100,13.51,overcast clouds
391,Santa Maria,BR,-29.6842,-53.8069,73.8,50,17,7.78,few clouds
392,Sorland,NO,67.667,12.6934,39.06,64,100,23.91,overcast clouds
393,Longyearbyen,SJ,78.2186,15.6401,15.33,69,100,2.75,overcast clouds
394,Gerash,IR,27.6652,54.1371,71.29,22,0,3.0,clear sky
395,Harper,LR,4.375,-7.7169,77.94,86,96,8.41,overcast clouds
396,Jibuti,DJ,11.5,42.5,80.4,49,34,10.78,scattered clouds
397,Hovd,MN,48.0056,91.6419,33.93,47,10,0.96,clear sky
398,Hailar,CN,49.2,119.7,29.26,77,1,5.77,clear sky
399,Beringovskiy,RU,63.05,179.3167,16.32,89,98,12.75,overcast clouds
400,Iqaluit,CA,63.7506,-68.5145,32.7,80,100,4.0,overcast clouds
401,Timpas,PH,11.479,122.7324,76.17,91,100,1.43,overcast clouds
402,Ketchikan,US,55.3422,-131.6461,55.87,62,90,17.27,light rain
403,Tjome,NO,59.1109,10.3933,45.28,48,0,12.66,clear sky
404,Nouadhibou,MR,20.931,-17.0347,71.56,72,0,16.44,clear sky
405,Great Yarmouth,GB,52.6083,1.7305,44.94,69,100,13.02,overcast clouds
406,Muncar,ID,-8.4333,114.3333,76.68,91,84,1.77,broken clouds
407,Kuryk,KZ,43.2,51.65,50.43,59,14,10.69,few clouds
408,San Lorenzo,PY,-25.3333,-57.5333,86.13,31,0,4.34,clear sky
409,Papara,BR,-3.9839,-38.7273,85.73,45,100,10.85,overcast clouds
410,Evensk,RU,61.95,159.2333,4.51,75,8,8.79,clear sky
411,Salalah,OM,17.0151,54.0924,80.69,69,75,4.61,broken clouds
412,Amuntai,ID,-2.4177,115.2494,73.17,97,100,1.45,overcast clouds
413,Sapele,NG,5.8941,5.6767,76.91,90,39,4.18,scattered clouds
414,Mount Gambier,AU,-37.8333,140.7667,42.71,93,90,0.0,fog
415,Minsk,BY,53.9,27.5667,56.95,60,100,27.25,overcast clouds
416,Itoman,JP,26.1247,127.6694,71.62,86,75,12.66,broken clouds
417,Lukovetskiy,RU,64.2956,41.9211,31.98,99,100,5.03,overcast clouds
418,Poronaysk,RU,49.2167,143.1167,25.95,77,15,4.16,few clouds
419,Locri,IT,38.2414,16.2623,69.82,65,0,5.7,clear sky
420,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,73.92,98,100,4.05,overcast clouds
421,Brufut,GM,13.3814,-16.7518,86.09,84,40,5.75,scattered clouds
422,Denpasar,ID,-8.65,115.2167,80.26,88,75,11.5,broken clouds
423,Wabana,CA,47.6332,-52.9481,52.38,76,67,21.03,broken clouds
424,Vicuna,CL,-30.0319,-70.7081,83.77,29,0,10.74,clear sky
425,Gedo,ET,9.0167,37.45,49.24,62,99,4.63,overcast clouds
426,Berlevag,NO,70.8578,29.0864,35.55,87,75,32.21,light shower snow
427,Bereda,ES,43.2686,-7.5406,53.35,91,10,2.51,clear sky
428,Pisco,PE,-13.7,-76.2167,68.05,68,0,6.91,clear sky
429,Carutapera,BR,-1.195,-46.02,82.56,75,100,6.11,overcast clouds
430,Bombo,ID,-8.6131,119.0131,79.27,84,87,6.8,overcast clouds
431,Antsohihy,MG,-14.8796,47.9875,77.9,76,57,4.85,broken clouds
432,Kilindoni,TZ,-7.9139,39.6668,77.83,76,7,12.73,clear sky
433,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,66.43,58,22,8.84,few clouds
434,Saint-Joseph,RE,-21.3667,55.6167,70.21,75,0,2.62,clear sky
435,Izhma,RU,65.0083,53.9113,30.42,94,100,10.6,light snow
436,Korgen,NO,66.0771,13.8153,39.02,87,100,8.68,overcast clouds
437,Calvinia,ZA,-31.4707,19.776,56.17,78,100,2.95,moderate rain
438,Hasaki,JP,35.7333,140.8333,54.0,69,100,14.5,moderate rain
439,Cabedelo,BR,-6.9811,-34.8339,83.07,72,99,11.25,overcast clouds
440,Yerofey Pavlovich,RU,53.9667,121.9667,29.93,78,89,3.2,overcast clouds
441,Hofn,IS,64.2539,-15.2082,34.63,63,0,16.11,clear sky
442,Flagstaff,US,35.1981,-111.6513,66.6,21,1,5.01,clear sky
443,Hongjiang,CN,27.11,109.9956,51.73,97,100,2.89,overcast clouds
444,Farmington,US,36.7281,-108.2187,67.21,24,1,0.0,clear sky
445,Darab,IR,28.7519,54.5444,71.11,19,0,2.04,clear sky
446,Auki,SB,-8.7676,160.7034,76.91,88,100,5.64,overcast clouds
447,Oltu,TR,40.5498,42.0013,48.56,39,0,3.13,clear sky
448,Atambua,ID,-9.1061,124.8925,75.9,89,61,2.08,broken clouds
449,Marawi,PH,7.9986,124.2928,67.64,96,90,2.28,overcast clouds
450,Bilibino,RU,68.0546,166.4372,-1.93,99,100,2.42,overcast clouds
451,Linxia,CN,35.6003,103.2064,43.23,76,100,2.04,overcast clouds
452,Bahia Blanca,AR,-38.7196,-62.2724,79.88,29,100,10.54,overcast clouds
453,Lobito,AO,-12.3481,13.5456,75.74,81,4,5.86,clear sky
454,Tarut,SA,26.5733,50.0369,85.98,45,0,16.89,clear sky
455,Viedma,AR,-40.8135,-62.9967,62.06,36,100,21.07,overcast clouds
456,Dawlatabad,AF,36.4141,64.9053,52.75,59,100,1.63,overcast clouds
457,Karachi,PK,24.9056,67.0822,80.42,65,40,13.8,scattered clouds
458,San Carlos,VE,9.6612,-68.5827,89.87,51,5,1.59,clear sky
459,Souillac,MU,-20.5167,57.5167,74.35,82,1,7.81,clear sky
460,Huayucachi,PE,-12.1333,-75.2333,72.93,25,48,10.65,scattered clouds
461,Kandi,BJ,11.1342,2.9386,83.71,52,17,3.89,few clouds
462,Goderich,CA,43.7501,-81.7165,63.91,90,100,17.76,overcast clouds
463,Shingu,JP,33.7333,135.9833,54.27,87,100,4.59,moderate rain
464,San Fernando,PH,15.0286,120.6898,77.14,94,55,4.25,broken clouds
465,Beberibe,BR,-4.1797,-38.1306,87.17,61,49,10.45,scattered clouds
466,Venado Tuerto,AR,-33.7456,-61.9688,88.79,19,0,10.63,clear sky
467,Batticaloa,LK,7.7102,81.6924,80.1,83,26,6.8,scattered clouds
468,Flinders,AU,-34.5833,150.8552,61.21,88,71,2.8,broken clouds
469,Itarema,BR,-2.9248,-39.9167,84.56,64,100,14.23,overcast clouds
470,Solnechnyy,RU,50.7214,136.6319,27.66,95,96,2.08,overcast clouds
471,Okhotsk,RU,59.3833,143.3,14.16,73,9,7.61,clear sky
472,Kasongo-Lunda,CD,-6.4667,16.8167,72.86,95,96,2.01,light rain
473,San Jeronimo,PE,-11.9472,-75.2829,71.44,29,86,7.7,overcast clouds
474,Glenwood Springs,US,39.5505,-107.3248,62.4,33,1,6.91,clear sky
475,Praia,CV,14.9215,-23.5087,82.94,61,0,20.71,clear sky
476,Bardiyah,LY,31.7561,25.0865,68.52,65,1,7.94,clear sky
477,Gusinoye Ozero,RU,51.1144,106.2614,32.38,71,0,2.39,clear sky
478,Tiarei,PF,-17.5333,-149.3333,82.42,77,46,7.47,light rain
479,Daru,PG,-9.0763,143.2092,77.65,88,97,6.22,overcast clouds
480,Lodja,CD,-3.4833,23.4333,68.68,98,99,2.42,overcast clouds
481,Taltal,CL,-25.4,-70.4833,63.63,63,22,6.85,few clouds
482,San Pedro,PH,14.35,121.0167,77.32,87,96,3.65,overcast clouds
483,Foligno,IT,42.944,12.7011,65.97,89,52,8.12,broken clouds
484,Turukhansk,RU,65.8167,87.9833,36.45,89,100,14.63,overcast clouds
485,Portland,US,45.5234,-122.6762,68.61,58,90,3.0,overcast clouds
486,Marechal Floriano,BR,-20.4128,-40.6831,66.45,96,100,3.38,overcast clouds
487,Zhenhai,CN,24.2582,118.0905,64.74,85,100,10.98,overcast clouds
488,Bilkha,IN,21.4333,70.6,73.06,70,1,4.7,clear sky
489,Nelson Bay,AU,-32.7167,152.15,63.0,99,17,3.89,few clouds
490,Miandrivazo,MG,-19.5167,45.4667,73.11,73,0,7.18,clear sky
491,Iralaya,HN,15.0,-83.2333,84.02,73,100,5.48,overcast clouds
492,Ponta Delgada,PT,37.7333,-25.6667,68.72,68,20,4.61,few clouds
493,Nuuk,GL,64.1835,-51.7216,30.81,86,20,17.27,few clouds
494,Nizhniy Odes,RU,63.6445,54.856,29.84,96,100,10.85,snow
495,Hunterville,NZ,-39.9333,175.5667,51.69,81,20,5.84,few clouds
496,Broome,US,42.2506,-75.833,71.65,56,1,1.99,clear sky
497,Iquique,CL,-20.2208,-70.1431,62.64,67,33,9.08,scattered clouds
498,Pabrade,LT,55.0,25.7833,55.83,70,100,23.24,overcast clouds
499,Birin,NP,26.8865,88.0718,57.83,97,68,0.98,broken clouds
500,Angoche,MZ,-16.2325,39.9086,74.23,65,54,10.09,broken clouds
501,Luau,AO,-10.7073,22.2247,69.22,86,100,1.01,moderate rain
502,Baruun-Urt,MN,46.6806,113.2792,31.17,61,0,5.28,clear sky
503,Napasar,IN,27.9667,73.55,80.29,31,0,10.89,clear sky
504,Luwuk,ID,-0.9516,122.7875,78.12,83,100,1.41,overcast clouds
505,Saldanha,ZA,-33.0117,17.9442,58.75,88,100,20.27,overcast clouds
506,Camana,PE,-16.6228,-72.7111,65.89,75,54,9.78,broken clouds
507,Antsla,EE,57.8256,26.5406,53.35,84,100,15.59,overcast clouds
508,Mansa,IN,29.9833,75.3833,72.27,26,0,2.46,clear sky
509,Zhanaozen,KZ,43.3,52.8,43.38,68,20,7.94,few clouds
510,Narwar,IN,25.65,77.9,69.66,53,0,9.17,clear sky
511,Yulara,AU,-25.2406,130.9889,67.84,24,0,9.22,clear sky
512,Burns Lake,CA,54.2331,-125.7533,42.85,78,100,5.48,overcast clouds
513,Saginaw,US,43.3334,-84.0333,63.39,73,90,14.97,overcast clouds
514,Binzhou,CN,37.3667,118.0167,46.92,60,0,7.94,light rain
515,Komsomolets,KZ,53.7453,62.0708,33.1,71,100,12.86,overcast clouds
516,Hambantota,LK,6.1241,81.1185,77.34,100,40,2.3,scattered clouds
517,Nivala,FI,63.9167,24.9667,32.68,99,100,5.55,overcast clouds
518,Kieta,PG,-6.2167,155.6333,77.83,84,50,2.8,light rain
519,Villa Rica,US,33.7321,-84.9191,74.82,88,76,9.06,broken clouds
520,Krasnoselkup,RU,65.7,82.4667,32.74,99,99,7.94,overcast clouds
521,Grindavik,IS,63.8424,-22.4338,41.47,75,75,12.66,broken clouds
522,Oksfjord,NO,70.2396,22.3479,37.58,91,100,9.42,overcast clouds
523,Najran,SA,17.4924,44.1277,71.04,21,100,4.9,overcast clouds
524,Laguna,US,38.421,-121.4238,70.47,85,75,5.75,broken clouds
525,Vila Velha,BR,-20.3297,-40.2925,69.21,83,100,13.73,overcast clouds
526,Kurchum,KZ,48.5722,83.6542,50.81,33,100,7.36,overcast clouds
527,Ust-Kut,RU,56.7938,105.7672,26.42,97,83,3.6,broken clouds
528,Bairiki,KI,1.3292,172.9752,80.6,83,40,9.22,scattered clouds
529,Oranjemund,NA,-28.55,16.4333,58.35,82,0,8.7,clear sky
530,San Policarpo,PH,12.1791,125.5072,80.85,82,97,8.28,overcast clouds
531,Nueva Guinea,NI,11.6876,-84.4562,85.35,67,98,6.44,overcast clouds
532,Bentiu,SS,9.2333,29.8333,74.48,84,61,3.6,light rain
533,Phrae,TH,18.0833,100.0,76.86,82,100,2.26,overcast clouds
534,Esperance,AU,-33.8667,121.9,55.24,83,32,12.95,scattered clouds
535,Mattawa,US,46.7379,-119.9028,62.73,45,100,5.91,overcast clouds
536,Camacha,PT,33.0833,-16.3333,68.76,60,40,9.22,scattered clouds
537,Jumla,NP,29.2747,82.1838,50.61,87,4,3.78,clear sky
538,La Asuncion,VE,11.0333,-63.8628,83.19,72,100,17.74,overcast clouds
539,Amahai,ID,-3.3333,128.9167,77.77,85,100,2.39,overcast clouds
540,Tonj,SS,7.2737,28.6822,75.02,83,91,3.67,overcast clouds
541,Bose,IT,45.4612,8.0137,56.21,88,3,3.94,clear sky
542,Mountain Home,US,43.133,-115.6912,70.93,32,1,13.8,clear sky
543,Sorong,ID,-0.8833,131.25,79.65,79,100,4.29,overcast clouds
544,Gargzdai,LT,55.7128,21.4033,51.58,76,100,27.45,overcast clouds
545,Nemuro,JP,43.3236,145.575,47.97,75,44,13.18,light rain
546,Shellbrook,CA,53.2168,-106.4011,40.8,35,18,13.18,few clouds
547,Caravelas,BR,-17.7125,-39.2481,75.07,81,100,11.39,overcast clouds
548,Abu Dhabi,AE,24.4667,54.3667,87.91,51,0,10.36,clear sky
549,Ust-Tsilma,RU,65.441,52.1498,29.89,95,100,8.14,snow
550,Dingle,PH,10.9995,122.6711,75.99,93,100,5.7,overcast clouds
551,Henties Bay,NA,-22.116,14.2845,60.85,90,0,2.86,clear sky
552,Khani,GE,41.9563,42.9566,51.37,63,0,5.88,clear sky
553,Priladozhskiy,RU,59.85,31.4833,55.62,71,100,13.51,moderate rain
554,Aksarka,RU,66.5606,67.7975,27.64,86,100,5.41,overcast clouds
555,Mogadishu,SO,2.0371,45.3438,79.02,81,99,10.13,overcast clouds
556,Marsh Harbour,BS,26.5412,-77.0636,79.75,72,45,14.92,scattered clouds
557,Dabola,GN,10.75,-11.1167,74.07,90,100,1.32,moderate rain
558,Sars,RU,56.5502,57.1366,31.15,96,100,14.45,light snow
559,Samarai,PG,-10.6167,150.6667,80.35,75,71,9.62,broken clouds
560,Uruzgan,AF,32.8333,66.0,58.33,25,38,1.97,scattered clouds
561,Adrano,IT,37.6618,14.8348,62.44,83,0,4.14,clear sky
562,Manaure,CO,11.7751,-72.4445,90.54,54,81,18.54,broken clouds
563,Santa Cruz,BO,-17.8,-63.1667,98.73,24,24,12.46,few clouds
564,Tazovskiy,RU,67.4667,78.7,24.51,99,53,4.81,broken clouds
565,Los Llanos De Aridane,ES,28.6585,-17.9182,71.35,73,40,12.66,scattered clouds
566,Zhangye,CN,38.9342,100.4517,48.85,26,84,6.02,broken clouds
567,Canmore,CA,51.0834,-115.3521,55.76,47,9,5.1,clear sky
568,Riyadh,SA,24.6877,46.7219,78.94,28,0,9.93,clear sky
569,Puga,MX,21.5833,-104.8167,89.76,70,20,4.61,few clouds
570,Darhan,MN,49.4867,105.9228,34.66,56,0,6.6,clear sky
571,Fomboni,KM,-12.28,43.7425,78.31,79,1,12.77,clear sky
572,Ludza,LV,56.55,27.7167,54.63,72,92,19.73,overcast clouds
573,Znamenskoye,RU,57.1281,73.8282,39.81,78,55,9.24,broken clouds
574,Eureka,US,40.8021,-124.1637,74.01,68,100,16.37,overcast clouds
575,Merrill,US,45.1805,-89.6835,49.77,62,40,10.36,scattered clouds
576,Sangar,RU,63.9242,127.4739,20.97,94,100,7.81,light snow
577,Kormilovka,RU,55.0026,74.1028,38.95,67,71,15.39,broken clouds
578,Iskele,TR,39.484,26.9278,57.22,87,0,3.44,clear sky
579,Temecula,US,33.4936,-117.1484,84.94,34,1,3.0,clear sky
580,Ulladulla,AU,-35.35,150.4667,57.87,92,72,1.77,broken clouds
581,Saint-Honore,CA,48.5334,-71.0824,49.3,77,100,2.8,overcast clouds
582,Gravdal,NO,68.1214,13.5031,37.08,80,75,10.36,broken clouds
583,Santona,ES,43.4439,-3.4576,59.94,83,8,8.05,clear sky
584,Bohuslav,UA,49.5494,30.8744,57.78,45,18,18.95,few clouds
585,Mareeba,AU,-17.0,145.4333,74.44,93,100,1.83,overcast clouds
586,Venezuela,VE,8.0,-66.0,89.94,48,89,8.99,overcast clouds
587,Dalbandin,PK,28.8947,64.4101,75.74,21,0,3.0,clear sky
588,Iquitos,PE,-3.7481,-73.2472,86.04,74,75,3.44,broken clouds
589,Lumphat,KH,13.4878,106.9816,72.61,99,100,1.01,overcast clouds
590,Kiama,AU,-34.6833,150.8667,61.0,93,84,1.01,broken clouds
591,Tarboro,US,35.8968,-77.5358,82.09,41,1,10.36,clear sky
592,Taloda,IN,21.5667,74.2167,75.06,50,5,3.0,clear sky
593,Larsnes,NO,62.2028,5.5773,42.6,80,100,20.6,overcast clouds
594,Kendrapara,IN,20.5042,86.416,81.01,83,14,5.66,few clouds
595,Coldwater,US,41.9403,-85.0005,56.08,87,90,10.36,overcast clouds
596,Gorin,RU,51.1983,136.6669,27.9,98,98,1.1,light snow
597,Inarcs,HU,47.262,19.327,60.87,67,100,8.57,overcast clouds
598,Touros,BR,-5.1989,-35.4608,86.9,66,100,11.3,overcast clouds
599,Quebec,CA,46.8123,-71.2145,54.19,81,100,3.0,light rain
600,Svetlyy,RU,54.675,20.1347,51.85,74,15,27.74,few clouds
601,Carriedo,PH,16.031,120.7549,74.89,89,70,3.42,broken clouds
602,Antalaha,MG,-14.9003,50.2788,70.05,91,89,3.83,overcast clouds
603,Antofagasta,CL,-23.65,-70.4,61.88,66,29,8.14,scattered clouds
604,Butare,RW,-2.5967,29.7394,60.8,91,100,3.56,overcast clouds
605,Tarko-Sale,RU,64.9225,77.785,28.09,98,90,8.01,overcast clouds
606,Airai,TL,-8.9266,125.4092,64.33,61,73,2.15,broken clouds
607,Araouane,ML,18.9048,-3.5265,81.43,20,8,8.99,clear sky
608,Surgut,RU,61.25,73.4167,35.78,100,90,6.71,fog
609,Cocachacra,PE,-17.0883,-71.7575,68.74,65,36,9.26,scattered clouds
610,Umm Lajj,SA,25.0213,37.2685,79.66,66,0,11.27,clear sky
611,Tessalit,ML,20.1986,1.0114,85.1,17,0,7.63,clear sky
612,Diffa,NE,13.3154,12.6113,87.84,41,4,9.89,clear sky
613,Clarence Town,AU,-32.5833,151.7833,60.82,98,2,2.24,clear sky
614,Sokoto,NG,13.0609,5.239,89.55,35,63,6.69,broken clouds
615,Pauini,BR,-7.7136,-66.9764,86.72,59,99,2.44,overcast clouds
616,Pujali,IN,22.4653,88.1517,82.35,75,29,3.69,scattered clouds
617,Sept-Iles,CA,50.2001,-66.3821,51.06,84,100,5.99,overcast clouds
618,Paita,PE,-5.0892,-81.1144,77.56,72,27,15.95,scattered clouds
619,Moose Factory,CA,51.2585,-80.6094,31.98,100,90,4.61,light snow
620,La Libertad,EC,-2.2333,-80.9,76.66,73,75,11.5,broken clouds
621,Cap-Aux-Meules,CA,47.3821,-61.8597,51.85,75,98,11.16,overcast clouds
622,Tarakan,ID,3.3,117.6333,76.5,94,40,3.44,scattered clouds
623,Odlabari,IN,26.8333,88.6167,71.24,94,47,1.14,scattered clouds
624,Tartus,SY,34.889,35.8866,67.42,57,1,5.12,clear sky
625,Vestmannaeyjar,IS,63.4427,-20.2734,42.66,69,64,7.61,broken clouds
626,Magelang,ID,-7.4706,110.2178,58.62,96,100,1.39,overcast clouds
627,Harrison,US,30.4091,-89.0436,87.31,87,20,6.91,few clouds
628,Ayagoz,KZ,47.9714,80.4392,49.64,43,99,1.81,overcast clouds
629,Aasiaat,GL,68.7098,-52.8699,25.5,97,100,2.84,overcast clouds
630,San Quintin,MX,30.4833,-115.95,71.96,58,1,9.4,clear sky
631,Rosario,AR,-32.9468,-60.6393,88.95,28,0,3.0,clear sky
632,Sharkan,RU,57.2989,53.8712,35.17,98,100,11.72,light snow
633,Tolmezzo,IT,46.4075,13.0175,56.35,97,100,0.72,overcast clouds
634,Bosconia,CO,9.9689,-73.8836,91.98,49,55,2.55,broken clouds
635,Marihatag,PH,8.7936,126.2969,76.3,88,98,3.78,overcast clouds
636,Nang Rong,TH,14.6377,102.7914,74.82,92,100,4.52,overcast clouds
637,Vostok,RU,46.4856,135.8833,20.39,86,82,5.01,broken clouds
638,Robertsport,LR,6.7533,-11.3686,79.95,81,100,10.42,light rain
639,Kyren,RU,51.6828,102.1408,33.46,64,0,2.98,clear sky
640,Kibaha,TZ,-6.7667,38.9167,72.73,81,23,7.11,few clouds
641,Linguere,SN,15.3953,-15.1193,89.92,15,43,7.2,scattered clouds
642,Manggar,ID,-2.8833,108.2667,78.53,82,100,3.31,overcast clouds
643,Petatlan,MX,17.5167,-101.2667,91.2,63,57,6.67,broken clouds
644,Gigmoto,PH,13.7796,124.39,80.29,85,100,9.42,overcast clouds
645,Hearst,CA,49.6835,-83.6665,36.28,62,100,8.34,overcast clouds
646,Tarrega,ES,41.647,1.1396,62.87,72,95,6.85,overcast clouds
647,Freeport,US,40.6576,-73.5832,79.38,58,1,5.01,clear sky
648,Bumba,CD,2.1833,22.4667,70.57,98,100,2.57,overcast clouds
649,Rincon,US,32.296,-81.2354,82.58,52,75,9.22,broken clouds
650,Zile,TR,40.3031,35.8864,43.92,41,0,1.54,clear sky
651,Shu,KZ,43.5983,73.7614,40.8,87,100,10.67,moderate rain
652,Suntar,RU,62.1444,117.6319,38.62,83,100,10.47,overcast clouds
653,Panzhihua,CN,26.5851,101.7128,55.96,95,100,2.98,overcast clouds
654,Businga,CD,3.3333,20.8833,70.77,98,100,1.66,light rain
655,Cape Coast,GH,5.1053,-1.2466,78.51,88,100,10.47,overcast clouds
656,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,81.48,76,24,14.88,few clouds
657,Jitra,MY,6.2681,100.4217,75.11,94,95,1.99,overcast clouds
658,Jurm,AF,36.8648,70.8342,46.31,84,100,4.65,moderate rain
659,Brookhaven,US,31.5791,-90.4407,86.95,53,6,3.2,clear sky
660,Kurumkan,RU,54.3,110.3,31.28,76,17,2.57,few clouds
661,Pilar,BR,-9.5972,-35.9567,85.93,62,58,15.12,broken clouds
662,Hessisch Oldendorf,DE,52.1667,9.25,47.71,82,20,17.27,few clouds
663,Bathsheba,BB,13.2167,-59.5167,83.86,68,30,22.12,scattered clouds
664,Jaisalmer,IN,26.9147,70.9181,79.14,39,0,18.95,clear sky
665,Vasterhaninge,SE,59.1167,18.1,46.62,84,100,19.42,overcast clouds
